epoch,train_loss,train_accuracy,val_loss,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_weighted_f1,learning_rate,global_step,examples_per_second
1,0.079316993217793,0.9938209057284058,0.0120282410052581,0.9978600128108076,0.7767481802238595,0.8549843084414068,0.8075150089803326,0.9979306482282144,3e-05,10055,1126.114157321785
2,0.0131362807062028,0.9977582134087588,0.0098927887830934,0.9979473592266932,0.780514143333067,0.8564658426069313,0.8110869446377719,0.9980077659805624,3e-05,20110,1126.8095160856783
3,0.0112111580005228,0.9977729773412488,0.009233179284203,0.9976962382810224,0.7775123374292692,0.8567085234713644,0.809505959176443,0.997762399139056,3e-05,30165,1125.874458979359
