label,precision,recall,f1,support,paper_usage
benign,0.9998792305738213,0.9975445491900337,0.9987105254400852,240689.0,主结果背景类
dos_ddos,0.969879097071773,0.9982018269438251,0.9838366652488303,13903.0,关键攻击类，可作为主结果
bruteforce,0.9934024505183789,0.9981060606060606,0.9957487009919698,1056.0,关键攻击类，可作为主结果；需说明截断比例约 0.42
web_attack,0.8934169278996865,1.0,0.9437086092715232,285.0,关键攻击类，可作为主结果，但 support 较小
botnet_malware,0.6146496815286624,0.9948453608247423,0.7598425196850394,194.0,关键攻击类，可保留；no-close 口径修复后通过阈值
scan,0.9998741610738255,0.9998322218027768,0.9998531909985109,23841.0,关键攻击类，可作为主结果
infiltration,0.0,0.0,0.0,2.0,low-support reported-only，不作为主类验收
heartbleed,0.0,0.0,0.0,0.0,test support 为 0，不作为主类验收
other_attack,0.0,0.0,0.0,0.0,test support 为 0，不作为主类验收
